Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,Mo Sold,Yr Sold,SalePrice,SalePrice_log
14,527180040,20,85.0,10176,7,5,1990,1990,0.0,3,3,4,3,3,5,637.0,0,0.0,663.0,1300.0,4,1341,0,0,1341,1.0,0.0,1,1,2,1,4,5,8,1,1,1990.0,1,2.0,506.0,3,3,2,192,0,0,0,0,0,0,0,2,2010,171500,12.052344376474922
15,527182190,120,68.0,6820,8,5,1985,1985,0.0,4,3,4,3,2,5,368.0,3,1120.0,0.0,1488.0,3,1502,0,0,1502,1.0,0.0,1,1,1,1,4,4,8,0,0,1985.0,2,2.0,528.0,3,3,2,0,54,0,0,140,0,0,0,6,2010,212000,12.264346270624157
16,527216070,60,47.0,53504,8,5,2003,2003,603.0,5,3,4,3,3,4,1416.0,0,0.0,234.0,1650.0,5,1690,1589,0,3279,1.0,0.0,3,1,4,1,5,12,5,1,4,2003.0,3,3.0,841.0,3,3,2,503,36,0,0,210,0,0,0,6,2010,538000,13.195615697878253
17,527225035,50,152.0,12134,8,7,1988,2005,0.0,4,3,4,3,2,5,427.0,0,0.0,132.0,559.0,4,1080,672,0,1752,0.0,0.0,2,0,4,1,3,8,8,0,0,1988.0,2,2.0,492.0,3,3,2,325,12,0,0,0,0,0,0,6,2010,164000,12.00762780434872
18,527258010,20,88.0,11394,9,2,2010,2010,350.0,4,3,5,3,2,5,1445.0,0,0.0,411.0,1856.0,5,1856,0,0,1856,1.0,0.0,1,1,1,1,5,8,8,1,5,2010.0,3,3.0,834.0,3,3,2,113,0,0,0,0,0,0,0,6,2010,394432,12.885204569609956
19,527276150,20,140.0,19138,4,5,1951,1951,0.0,3,3,3,3,0,1,120.0,0,0.0,744.0,864.0,5,864,0,0,864,0.0,0.0,1,0,2,1,3,4,8,0,0,1951.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,6,2010,141000,11.856522261533737
20,527302110,20,85.0,13175,6,6,1978,1988,119.0,3,3,4,3,0,4,790.0,2,163.0,589.0,1542.0,3,2073,0,0,2073,1.0,0.0,2,0,3,1,3,7,7,2,3,1978.0,1,2.0,500.0,3,3,2,349,0,0,0,0,0,0,0,2,2010,210000,12.25486757159303
21,527358140,20,105.0,11751,6,6,1977,1977,480.0,3,3,4,3,0,3,705.0,0,0.0,1139.0,1844.0,5,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,8,1,3,1977.0,2,2.0,546.0,3,3,2,0,122,0,0,0,0,0,0,1,2010,190000,12.154784614286667
22,527358200,85,85.0,10625,7,6,1974,1974,81.0,3,3,4,3,3,5,885.0,1,168.0,0.0,1053.0,3,1173,0,0,1173,1.0,0.0,2,0,3,1,4,6,8,2,3,1974.0,2,2.0,528.0,3,3,2,0,120,0,0,0,0,0,0,1,2010,170000,12.04355959836804
23,527368020,60,68.0,7500,7,5,2000,2000,0.0,4,3,4,3,0,5,533.0,0,0.0,281.0,814.0,5,814,860,0,1674,1.0,0.0,2,1,3,1,4,7,8,0,0,2000.0,2,2.0,663.0,3,3,2,0,96,0,0,0,0,0,0,1,2010,216000,12.283038316285214
24,527402200,20,68.0,11241,6,7,1970,1970,180.0,3,3,3,3,0,4,578.0,0,0.0,426.0,1004.0,5,1004,0,0,1004,1.0,0.0,1,0,2,1,3,5,8,1,3,1970.0,3,2.0,480.0,3,3,2,0,0,0,0,0,0,0,700,3,2010,149000,11.91170829631447
25,527402250,20,68.0,12537,5,6,1971,2008,0.0,3,3,3,3,0,5,734.0,0,0.0,344.0,1078.0,5,1078,0,0,1078,1.0,0.0,1,1,3,1,3,6,8,1,2,1971.0,3,2.0,500.0,3,3,2,0,0,0,0,0,0,0,0,4,2010,149900,11.917730355182513
26,527403020,20,65.0,8450,5,6,1968,1968,0.0,3,3,3,3,0,3,775.0,0,0.0,281.0,1056.0,5,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,8,1,2,1968.0,1,1.0,304.0,3,3,2,0,85,184,0,0,0,0,0,7,2010,142000,11.863589378812122
27,527404120,20,70.0,8400,4,5,1970,1970,0.0,3,3,3,3,0,4,804.0,2,78.0,0.0,882.0,3,882,0,0,882,1.0,0.0,1,0,2,1,3,4,8,0,0,1970.0,3,2.0,525.0,3,3,2,240,0,0,0,0,0,0,0,4,2010,126000,11.744045122410057
28,527425090,20,70.0,10500,4,5,1971,1971,0.0,3,3,3,3,0,4,432.0,0,0.0,432.0,864.0,3,864,0,0,864,0.0,0.0,1,0,3,1,3,5,8,1,1,1979.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,4,2010,115000,11.652696102959753
29,527427230,120,26.0,5858,7,5,1999,1999,0.0,4,3,4,3,0,5,1051.0,3,0.0,354.0,1405.0,5,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,8,1,2,1999.0,3,2.0,511.0,3,3,2,203,68,0,0,0,0,0,0,6,2010,184000,12.122696471358964
30,527451180,160,21.0,1680,6,5,1971,1971,504.0,3,3,3,3,0,2,156.0,0,0.0,327.0,483.0,3,483,504,0,987,0.0,0.0,1,1,2,1,3,5,8,0,0,1971.0,1,1.0,264.0,3,3,2,275,0,0,0,0,0,0,0,2,2010,96000,11.472113887062386
31,527451330,160,21.0,1680,5,5,1971,1971,492.0,3,3,3,3,0,2,300.0,0,0.0,225.0,525.0,3,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,8,0,0,1997.0,1,1.0,320.0,3,3,2,0,0,0,0,0,0,0,0,3,2010,105500,11.566475710526321
32,527451410,160,21.0,1680,6,5,1971,1971,381.0,3,3,3,3,0,0,0.0,0,0.0,525.0,525.0,3,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,8,0,0,1971.0,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,0,3,2010,88000,11.385103457032141
33,527452190,120,53.0,4043,6,5,1977,1977,0.0,3,3,4,3,0,4,360.0,0,0.0,709.0,1069.0,3,1069,0,0,1069,0.0,0.0,2,0,2,1,3,4,8,1,2,1977.0,2,2.0,440.0,3,3,2,0,55,0,0,165,0,0,0,7,2010,127500,11.755879486687116
34,527453130,160,24.0,2280,6,6,1975,1975,0.0,3,3,3,3,0,4,514.0,0,0.0,341.0,855.0,3,855,601,0,1456,0.0,0.0,2,1,3,1,4,6,8,1,3,1975.0,1,2.0,440.0,3,3,2,173,0,0,0,0,0,0,0,6,2010,149900,11.917730355182513
35,527453150,120,24.0,2280,7,6,1975,1975,0.0,3,3,4,3,0,0,0.0,0,0.0,836.0,836.0,5,836,0,0,836,0.0,0.0,1,0,2,1,3,4,8,0,0,1975.0,1,1.0,308.0,3,3,2,0,30,0,0,0,0,0,0,6,2010,120000,11.695255355062795
36,527454200,160,24.0,2280,6,5,1978,1978,0.0,3,3,4,3,0,4,311.0,0,0.0,544.0,855.0,2,855,601,0,1456,0.0,0.0,2,1,3,1,3,7,8,1,3,1978.0,1,2.0,440.0,3,3,2,26,0,0,0,0,0,0,0,7,2010,146000,11.891368749982085
37,528108120,60,102.0,12858,9,5,2009,2010,162.0,5,3,5,3,0,0,0.0,0,0.0,1590.0,1590.0,5,1627,707,0,2334,0.0,0.0,2,1,3,1,5,10,8,1,4,2009.0,3,3.0,751.0,3,3,2,144,133,0,0,0,0,0,0,1,2010,376162,12.837777839071741
38,528112020,20,98.0,11478,8,5,2007,2008,200.0,4,3,5,3,0,5,1218.0,0,0.0,486.0,1704.0,5,1704,0,0,1704,1.0,0.0,2,0,3,1,4,7,8,1,4,2008.0,2,3.0,772.0,3,3,2,0,50,0,0,0,0,0,0,5,2010,306000,12.631343648903034
39,528120060,20,83.0,10159,9,5,2009,2010,450.0,5,3,5,3,2,5,1646.0,0,0.0,284.0,1930.0,5,1940,0,0,1940,1.0,0.0,2,1,3,1,5,8,8,1,4,2010.0,3,3.0,606.0,3,3,2,168,95,0,0,0,0,0,0,4,2010,395192,12.887129532148373
40,528120090,20,94.0,12883,8,5,2009,2010,256.0,4,3,4,3,0,0,0.0,0,0.0,1544.0,1544.0,5,1544,0,0,1544,0.0,0.0,2,0,3,1,4,7,8,0,0,2009.0,2,3.0,868.0,3,3,2,0,35,0,0,0,0,0,0,6,2010,290941,12.580879213573434
41,528120100,20,95.0,12182,7,5,2005,2005,226.0,4,3,4,3,1,3,1201.0,0,0.0,340.0,1541.0,5,1541,0,0,1541,0.0,0.0,2,0,3,1,4,7,8,1,4,2005.0,2,2.0,532.0,3,3,2,0,70,0,0,0,0,0,0,5,2010,220000,12.301387370778713
42,528120120,20,90.0,11520,9,5,2005,2005,615.0,4,3,5,3,0,5,110.0,0,0.0,1588.0,1698.0,5,1698,0,0,1698,0.0,0.0,2,0,3,1,5,7,8,1,4,2005.0,3,3.0,730.0,3,3,2,192,74,0,0,0,0,0,0,6,2010,275000,12.524530013005734
43,528138020,20,79.0,14122,8,5,2005,2006,240.0,4,3,5,3,0,5,28.0,0,0.0,1794.0,1822.0,5,1822,0,0,1822,0.0,0.0,2,0,3,1,5,8,8,1,4,2005.0,2,3.0,678.0,3,3,2,0,119,0,0,0,0,0,0,2,2010,259000,12.464587201678082
44,528138060,20,70.0,10171,7,5,2004,2004,168.0,4,3,4,3,0,5,2.0,0,0.0,1515.0,1517.0,5,1535,0,0,1535,0.0,0.0,2,0,3,1,4,7,8,0,0,2004.0,2,2.0,532.0,3,3,2,0,0,0,0,0,0,0,0,3,2010,214000,12.273735966890268
45,528150070,20,100.0,12919,9,5,2009,2010,760.0,5,3,5,3,3,5,2188.0,0,0.0,142.0,2330.0,5,2364,0,0,2364,1.0,0.0,2,1,2,1,5,11,8,2,4,2009.0,3,3.0,820.0,3,3,2,0,67,0,0,0,0,0,0,3,2010,611657,13.323928581764989
46,528175010,120,44.0,6371,7,5,2009,2010,128.0,4,3,4,3,1,5,733.0,0,0.0,625.0,1358.0,5,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,8,1,4,2010.0,2,2.0,484.0,3,3,2,192,35,0,0,0,0,0,0,6,2010,224000,12.319405795112926
47,528176010,20,110.0,14300,9,5,2003,2004,1095.0,5,3,5,3,3,5,1373.0,0,0.0,1473.0,2846.0,5,2696,0,0,2696,1.0,0.0,2,1,3,1,5,10,8,2,4,2003.0,3,3.0,958.0,3,3,2,220,150,0,0,0,0,0,0,6,2010,500000,13.122365377402328
48,528176070,60,105.0,13650,8,5,2002,2002,232.0,4,3,4,3,3,5,578.0,0,0.0,1093.0,1671.0,5,1687,563,0,2250,1.0,0.0,2,1,3,1,4,7,8,1,5,2002.0,3,3.0,756.0,3,3,2,238,130,0,0,0,0,0,0,6,2010,320000,12.676079399771027
49,528180070,120,61.0,7658,9,5,2005,2005,412.0,5,3,5,3,0,5,456.0,0,0.0,1296.0,1752.0,5,1752,0,0,1752,1.0,0.0,2,0,2,1,5,6,8,1,4,2005.0,2,2.0,576.0,3,3,2,196,82,0,0,0,0,0,0,2,2010,319900,12.675766851909591
50,528181050,120,41.0,7132,8,5,2006,2006,178.0,4,3,4,3,1,5,24.0,0,0.0,1346.0,1370.0,5,1370,0,0,1370,0.0,0.0,2,0,2,1,4,6,8,1,4,2006.0,2,2.0,484.0,3,3,2,120,49,0,0,0,0,0,0,4,2010,205000,12.230770136157428
51,528188120,160,36.0,2628,7,5,2003,2003,106.0,4,3,4,3,0,0,0.0,0,0.0,764.0,764.0,5,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,8,0,0,2003.0,2,2.0,474.0,3,3,2,0,27,0,0,0,0,0,0,6,2010,175500,12.075400019877522
52,528218150,20,100.0,18494,6,5,2005,2005,0.0,4,3,4,3,0,0,0.0,0,0.0,1324.0,1324.0,5,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,8,0,0,2005.0,3,2.0,430.0,3,3,2,36,23,0,0,0,0,0,0,1,2010,199500,12.20357452783082
53,528228285,120,43.0,3203,7,5,2006,2006,14.0,4,3,4,3,2,5,16.0,0,0.0,1129.0,1145.0,5,1145,0,0,1145,0.0,0.0,2,0,2,1,4,6,8,0,0,2006.0,3,2.0,437.0,3,3,2,100,116,0,0,0,0,0,0,1,2010,160000,11.982935344196433
54,528228440,120,43.0,3182,8,5,2004,2005,16.0,4,3,4,3,0,5,24.0,0,0.0,1232.0,1256.0,5,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,8,1,3,2004.0,3,2.0,430.0,3,3,2,146,20,0,0,144,0,0,0,4,2010,192000,12.165255859329688
55,528231020,80,67.0,13300,7,5,2004,2004,0.0,4,3,4,3,0,5,326.0,0,0.0,58.0,384.0,5,744,630,0,1374,1.0,0.0,2,1,3,1,4,7,8,1,4,2004.0,3,2.0,400.0,3,3,2,100,0,0,0,0,0,0,0,6,2010,184500,12.12541016250223
56,528240070,60,68.0,7851,6,5,2002,2002,0.0,4,3,4,3,0,5,625.0,0,0.0,235.0,860.0,5,860,1100,0,1960,1.0,0.0,2,1,4,1,4,8,8,2,3,2002.0,3,2.0,440.0,3,3,2,288,48,0,0,0,0,0,0,5,2010,216500,12.285350445351659
57,528240130,60,63.0,8577,7,5,2004,2004,0.0,4,3,4,3,0,0,0.0,0,0.0,847.0,847.0,5,847,886,0,1733,0.0,0.0,2,1,3,1,4,7,8,1,4,2004.0,3,2.0,433.0,3,3,2,144,48,0,0,0,0,0,0,4,2010,185088,12.12859206945914
58,528250100,80,68.0,7750,7,5,2000,2000,0.0,3,3,4,3,0,5,250.0,0,0.0,134.0,384.0,5,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,8,1,3,2000.0,3,2.0,400.0,3,3,2,180,0,0,0,0,0,0,0,4,2010,180000,12.100717685412471
59,528292020,60,68.0,9505,7,5,2001,2001,180.0,4,3,4,3,0,0,0.0,0,0.0,884.0,884.0,5,884,1151,0,2035,0.0,0.0,2,1,3,1,4,8,8,1,4,2001.0,3,2.0,434.0,3,3,2,144,48,0,0,0,0,0,0,5,2010,222500,12.312686874960354
60,528328100,60,108.0,14774,9,5,1999,1999,165.0,4,3,4,3,0,0,0.0,0,0.0,1393.0,1393.0,5,1422,1177,0,2599,0.0,0.0,2,1,4,1,4,10,8,1,3,1999.0,3,3.0,779.0,3,3,2,668,30,0,0,0,0,0,0,5,2010,333168,12.716405147731708
61,528344070,60,60.0,17433,8,5,1998,1998,114.0,4,3,5,3,0,0,0.0,0,0.0,1629.0,1629.0,5,1645,830,0,2475,0.0,0.0,2,1,4,1,4,7,8,1,3,1998.0,3,3.0,962.0,3,3,2,23,172,0,0,256,0,0,0,1,2010,355000,12.779875885354993
62,528358010,20,59.0,10593,7,5,1996,1996,338.0,4,3,4,3,0,5,919.0,0,0.0,801.0,1720.0,5,1720,0,0,1720,1.0,0.0,2,0,3,1,4,7,8,1,3,1996.0,3,2.0,527.0,3,3,2,240,56,154,0,0,0,0,0,3,2010,260400,12.469978029554953
63,528363130,60,98.0,12256,8,5,1994,1995,362.0,4,3,5,3,2,5,1032.0,0,0.0,431.0,1463.0,5,1500,1122,0,2622,1.0,0.0,2,1,3,1,4,9,8,2,3,1994.0,2,2.0,712.0,3,3,2,186,32,0,0,0,0,0,0,4,2010,325000,12.691583538230217
64,528382020,60,92.0,11764,8,7,1999,2007,348.0,4,3,4,3,0,5,524.0,0,0.0,628.0,1152.0,5,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,8,1,4,1999.0,3,3.0,671.0,3,3,2,132,57,0,0,0,0,0,0,4,2010,290000,12.577639650232573
65,528382030,60,58.0,16770,7,5,1998,1998,30.0,4,3,4,3,0,0,0.0,0,0.0,1195.0,1195.0,4,1195,644,0,1839,0.0,0.0,2,1,4,1,3,7,8,0,0,1998.0,3,2.0,486.0,3,3,2,0,81,0,0,0,0,0,0,6,2010,221000,12.30592250537653
66,528386040,50,56.0,14720,8,5,1995,1996,579.0,4,3,4,3,2,5,816.0,0,0.0,1217.0,2033.0,5,2053,1185,0,3238,1.0,0.0,2,1,4,1,4,9,8,1,5,1996.0,3,3.0,666.0,3,3,2,283,86,0,0,0,0,0,0,3,2010,410000,12.923914877701906
67,528445060,20,73.0,8987,8,5,2005,2006,226.0,4,3,4,3,0,0,0.0,0,0.0,1595.0,1595.0,5,1595,0,0,1595,0.0,0.0,2,0,2,1,4,6,8,1,4,2005.0,2,3.0,880.0,3,3,2,144,0,0,0,0,0,0,0,5,2010,221500,12.308182383129823
68,528456160,20,92.0,9215,7,5,2009,2010,0.0,4,3,4,3,0,0,0.0,0,0.0,1218.0,1218.0,5,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,8,0,0,2009.0,2,2.0,676.0,3,3,2,0,136,0,0,0,0,0,0,4,2010,204500,12.228328144428588
69,528458070,60,72.0,8640,7,5,2009,2009,0.0,3,3,4,3,1,5,24.0,0,0.0,732.0,756.0,5,764,783,0,1547,0.0,0.0,2,1,3,1,4,7,8,0,0,2009.0,1,2.0,614.0,3,3,2,169,45,0,0,0,0,0,0,6,2010,215200,12.279327754099118
70,528458110,20,75.0,9000,8,5,2008,2008,36.0,4,3,4,3,2,5,1078.0,0,0.0,488.0,1566.0,5,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,8,0,0,2008.0,2,2.0,750.0,3,3,2,144,168,0,0,0,0,0,0,4,2010,262500,12.47801017053037
71,528477080,60,100.0,12552,7,5,2004,2005,0.0,4,3,4,3,0,5,222.0,0,0.0,769.0,991.0,5,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,8,1,4,2004.0,2,2.0,678.0,3,3,2,0,136,0,0,0,0,0,0,5,2010,254900,12.448630513463613
72,528480090,20,84.0,10440,6,5,2005,2005,0.0,4,3,5,3,0,5,1414.0,0,0.0,54.0,1468.0,5,1468,0,0,1468,1.0,0.0,2,0,2,1,4,6,8,1,4,2005.0,3,2.0,528.0,3,3,2,0,102,0,0,216,0,0,0,5,2010,271500,12.511721101590597
73,531367050,60,76.0,10142,7,5,2004,2004,0.0,4,3,4,3,0,5,656.0,0,0.0,300.0,956.0,5,956,1128,0,2084,1.0,0.0,2,1,4,1,4,8,8,0,0,2004.0,2,2.0,618.0,3,3,2,0,45,0,0,0,0,0,0,1,2010,233000,12.358798024384122
74,531369060,60,70.0,11920,7,5,2004,2004,122.0,4,3,4,3,2,0,0.0,0,0.0,831.0,831.0,5,831,828,0,1659,0.0,0.0,2,1,3,1,4,8,8,0,0,2004.0,2,2.0,484.0,3,3,2,144,68,0,0,0,0,0,0,4,2010,181000,12.10625783509458
75,531380080,60,68.0,8880,7,5,1994,2002,0.0,4,3,4,3,0,5,695.0,0,0.0,253.0,948.0,5,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,8,2,2,1994.0,2,2.0,463.0,3,3,2,0,130,0,0,0,0,0,0,5,2010,205000,12.230770136157428
76,531451110,120,50.0,8012,6,5,1980,1980,0.0,3,3,4,3,0,3,543.0,3,119.0,261.0,923.0,3,923,0,0,923,0.0,0.0,2,0,2,1,3,5,8,1,3,1980.0,2,1.0,264.0,3,3,2,80,0,0,0,0,0,0,0,5,2010,143000,11.870606902224587
77,531451280,60,70.0,11218,6,5,1992,1992,0.0,4,3,4,3,0,0,0.0,0,0.0,1055.0,1055.0,5,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,8,1,3,1992.0,2,2.0,462.0,3,3,2,635,104,0,0,0,0,0,400,5,2010,189000,12.149507585033072
78,531452020,120,55.0,7892,6,5,1979,1979,0.0,3,3,4,3,0,0,0.0,0,0.0,918.0,918.0,3,918,0,0,918,0.0,0.0,2,0,2,1,3,5,8,1,3,1979.0,1,1.0,264.0,3,3,2,28,0,0,0,0,0,0,0,4,2010,99500,11.507922973347437
79,531452050,120,50.0,7175,6,5,1984,1984,0.0,3,3,4,3,0,4,623.0,1,121.0,0.0,744.0,3,752,0,0,752,1.0,0.0,1,0,2,1,3,4,8,0,0,1984.0,1,1.0,264.0,3,3,2,353,0,0,0,90,0,0,0,2,2010,125000,11.736077016252437
80,531452180,60,68.0,9453,7,7,1993,2003,0.0,4,3,4,3,0,3,402.0,0,0.0,594.0,996.0,5,1014,730,0,1744,0.0,0.0,2,1,3,1,4,7,8,0,0,1993.0,2,2.0,457.0,3,3,2,370,70,0,238,0,0,0,0,2,2010,194500,12.178192583415596
81,531453010,20,81.0,9672,6,5,1984,1985,0.0,3,3,4,3,0,5,338.0,0,0.0,702.0,1040.0,3,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,8,0,0,1986.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,0,5,2010,152000,11.931642378754141
82,531453040,60,70.0,8400,6,6,1980,1981,130.0,3,3,4,3,0,0,0.0,0,0.0,650.0,650.0,3,888,676,0,1564,0.0,0.0,2,1,3,1,3,7,8,1,3,1980.0,1,2.0,476.0,3,3,2,0,50,0,0,204,0,0,0,4,2010,171000,12.049424683420915
83,531477050,30,70.0,9800,5,5,1920,1950,0.0,3,2,3,3,0,0,0.0,0,0.0,816.0,816.0,3,1012,0,0,1012,0.0,0.0,1,0,2,1,3,5,8,0,0,1920.0,1,1.0,429.0,3,3,2,121,0,80,0,0,0,0,0,4,2010,67500,11.119897691565697
84,532351140,90,68.0,8930,6,5,1978,1978,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,3,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,8,0,0,1978.0,1,2.0,539.0,3,3,2,0,0,0,0,0,0,0,0,4,2010,112000,11.626263078808801
85,532354090,85,88.0,11782,5,7,1961,1995,0.0,3,3,3,3,2,4,899.0,0,0.0,210.0,1109.0,3,1155,0,0,1155,1.0,0.0,1,0,3,1,4,6,6,0,0,1987.0,1,2.0,576.0,3,3,2,192,0,0,0,0,0,0,400,6,2010,148000,11.904974309480183
86,532376160,20,65.0,8450,5,8,1965,2009,0.0,3,4,3,3,0,5,553.0,3,117.0,224.0,894.0,5,894,0,0,894,1.0,0.0,1,0,3,1,3,5,8,1,4,1973.0,1,1.0,336.0,3,3,2,416,144,0,0,0,0,0,0,4,2010,138500,11.83863282480007
